img_path,img_gt_class_labels,img_gt_bbox_coords
VOCdevkit/VOC2012/JPEGImages/2012_000772.jpg,"['person', 'person', 'person', 'person', 'person']","[[199, 102, 61, 92], [198, 271, 32, 40], [103, 282, 30, 45], [345, 159, 63, 161], [300, 232, 64, 100]]"
VOCdevkit/VOC2012/JPEGImages/2009_002387.jpg,['car'],"[[76, 117, 362, 147]]"
VOCdevkit/VOC2012/JPEGImages/2010_000731.jpg,"['dog', 'dog']","[[11, 47, 184, 241], [166, 73, 259, 217]]"
VOCdevkit/VOC2012/JPEGImages/2011_001597.jpg,['cat'],"[[1, 23, 300, 477]]"
VOCdevkit/VOC2012/JPEGImages/2010_002903.jpg,"['car', 'person']","[[1, 121, 397, 227], [182, 138, 64, 45]]"
VOCdevkit/VOC2012/JPEGImages/2010_001234.jpg,['motorbike'],"[[1, 1, 421, 268]]"
VOCdevkit/VOC2012/JPEGImages/2010_004950.jpg,['boat'],"[[248, 178, 135, 33]]"
VOCdevkit/VOC2012/JPEGImages/2011_004772.jpg,"['person', 'person', 'person', 'person']","[[99, 90, 61, 187], [128, 82, 85, 223], [200, 86, 94, 251], [273, 45, 124, 297]]"
VOCdevkit/VOC2012/JPEGImages/2009_002777.jpg,"['person', 'person', 'car', 'bicycle']","[[69, 139, 61, 200], [198, 134, 48, 123], [230, 166, 231, 179], [126, 235, 279, 140]]"
VOCdevkit/VOC2012/JPEGImages/2011_000400.jpg,['tvmonitor'],"[[136, 188, 78, 72]]"
VOCdevkit/VOC2012/JPEGImages/2008_004654.jpg,"['bicycle', 'person']","[[213, 453, -170, -281], [43, 349, 11, -30]]"
VOCdevkit/VOC2012/JPEGImages/2008_008538.jpg,"['chair', 'sofa']","[[191, 271, 95, 112], [181, 375, -126, -98]]"
VOCdevkit/VOC2012/JPEGImages/2011_006213.jpg,['person'],"[[163, 15, 242, 360]]"
VOCdevkit/VOC2012/JPEGImages/2011_002106.jpg,"['car', 'car', 'person', 'person', 'person', 'person']","[[272, 98, 206, 158], [261, 95, 65, 85], [389, 91, 21, 26], [155, 98, 65, 199], [25, 98, 70, 202], [209, 132, 26, 35]]"
VOCdevkit/VOC2012/JPEGImages/2010_005138.jpg,['dog'],"[[285, 180, 127, 138]]"
VOCdevkit/VOC2012/JPEGImages/2010_002327.jpg,"['tvmonitor', 'tvmonitor']","[[278, 93, 195, 191], [11, 101, 227, 211]]"
VOCdevkit/VOC2012/JPEGImages/2012_003822.jpg,['person'],"[[165, 67, 189, 243]]"
VOCdevkit/VOC2012/JPEGImages/2011_006104.jpg,['person'],"[[84, 175, 164, 200]]"
VOCdevkit/VOC2012/JPEGImages/2011_006828.jpg,['person'],"[[166, 131, 74, 240]]"
VOCdevkit/VOC2012/JPEGImages/2010_001364.jpg,['bus'],"[[1, 62, 305, 292]]"
VOCdevkit/VOC2012/JPEGImages/2010_003168.jpg,"['bird', 'bird']","[[74, 51, 210, 125], [171, 193, 87, 60]]"
VOCdevkit/VOC2012/JPEGImages/2010_006392.jpg,['person'],"[[1, 1, 499, 374]]"
VOCdevkit/VOC2012/JPEGImages/2010_002746.jpg,['cat'],"[[1, 49, 349, 362]]"
VOCdevkit/VOC2012/JPEGImages/2009_003951.jpg,"['train', 'person', 'person']","[[106, 89, 320, 158], [100, 141, 13, 30], [1, 147, 24, 34]]"
VOCdevkit/VOC2012/JPEGImages/2009_001164.jpg,['train'],"[[79, 55, 346, 261]]"
VOCdevkit/VOC2012/JPEGImages/2010_003303.jpg,"['motorbike', 'motorbike', 'person', 'person']","[[209, 107, 285, 195], [48, 119, 224, 235], [95, 70, 124, 115], [269, 75, 71, 190]]"
VOCdevkit/VOC2012/JPEGImages/2010_001463.jpg,['bottle'],"[[210, 120, 104, 344]]"
VOCdevkit/VOC2012/JPEGImages/2012_004015.jpg,['person'],"[[1, 1, 410, 374]]"
VOCdevkit/VOC2012/JPEGImages/2012_001689.jpg,"['person', 'person', 'person', 'person']","[[227, 171, 77, 204], [24, 180, 76, 183], [274, 80, 96, 186], [408, 7, 73, 187]]"
VOCdevkit/VOC2012/JPEGImages/2011_000418.jpg,['horse'],"[[402, 242, 85, 86]]"
VOCdevkit/VOC2012/JPEGImages/2012_003416.jpg,['person'],"[[45, 84, 57, 137]]"
VOCdevkit/VOC2012/JPEGImages/2011_001858.jpg,['aeroplane'],"[[18, 107, 480, 240]]"
VOCdevkit/VOC2012/JPEGImages/2009_002058.jpg,"['bicycle', 'person', 'car']","[[81, 390, 294, 110], [224, 103, 151, 397], [1, 181, 141, 303]]"
VOCdevkit/VOC2012/JPEGImages/2011_000153.jpg,"['person', 'person']","[[177, 43, 144, 457], [9, 38, 160, 462]]"
VOCdevkit/VOC2012/JPEGImages/2011_005442.jpg,['person'],"[[138, 48, 198, 421]]"
VOCdevkit/VOC2012/JPEGImages/2008_006987.jpg,"['motorbike', 'person']","[[107, 246, 51, 98], [87, 238, 41, 76]]"
VOCdevkit/VOC2012/JPEGImages/2010_000117.jpg,['sheep'],"[[204, 165, 65, 94]]"
VOCdevkit/VOC2012/JPEGImages/2011_005027.jpg,"['person', 'person']","[[257, 332, 47, 149], [38, 338, 62, 162]]"
VOCdevkit/VOC2012/JPEGImages/2012_004000.jpg,['person'],"[[136, 155, 163, 248]]"
VOCdevkit/VOC2012/JPEGImages/2008_007223.jpg,"['pottedplant', 'chair', 'diningtable', 'person']","[[193, 363, 72, 27], [194, 375, -50, -78], [242, 375, -241, -195], [130, 375, 11, -34]]"
VOCdevkit/VOC2012/JPEGImages/2010_002955.jpg,"['cat', 'bird']","[[133, 7, 195, 167], [244, 176, 97, 126]]"
VOCdevkit/VOC2012/JPEGImages/2008_007895.jpg,"['person', 'car']","[[120, 484, -10, -197], [175, 491, -174, -160]]"
VOCdevkit/VOC2012/JPEGImages/2011_001331.jpg,"['person', 'person']","[[192, 17, 126, 468], [71, 22, 149, 462]]"
VOCdevkit/VOC2012/JPEGImages/2008_000188.jpg,['pottedplant'],"[[59, 375, -14, 20]]"
VOCdevkit/VOC2012/JPEGImages/2007_008396.jpg,"['person', 'person']","[[79, 286, -69, 69], [2, 344, 203, 156]]"
VOCdevkit/VOC2012/JPEGImages/2011_002663.jpg,"['person', 'person']","[[182, 128, 90, 247], [193, 99, 154, 276]]"
VOCdevkit/VOC2012/JPEGImages/2011_003237.jpg,['person'],"[[35, 54, 266, 428]]"
VOCdevkit/VOC2012/JPEGImages/2007_001627.jpg,['person'],"[[7, 475, 97, -195]]"
VOCdevkit/VOC2012/JPEGImages/2008_001516.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'boat']","[[281, 314, -31, -21], [292, 312, -110, -117], [292, 313, -126, -130], [290, 315, -138, -144], [293, 314, -83, -89], [300, 311, -195, -186], [1, 333, 48, 109]]"
VOCdevkit/VOC2012/JPEGImages/2008_006968.jpg,['dog'],"[[77, 333, 58, 16]]"
VOCdevkit/VOC2012/JPEGImages/2007_004998.jpg,['cat'],"[[22, 180, 124, 252]]"
VOCdevkit/VOC2012/JPEGImages/2010_006129.jpg,['person'],"[[150, 94, 121, 214]]"
VOCdevkit/VOC2012/JPEGImages/2011_000492.jpg,"['chair', 'chair', 'diningtable', 'diningtable', 'person', 'person', 'person', 'diningtable']","[[300, 180, 132, 165], [69, 206, 141, 165], [145, 161, 186, 181], [1, 144, 76, 139], [63, 100, 164, 251], [257, 90, 151, 241], [257, 87, 73, 93], [443, 190, 57, 173]]"
VOCdevkit/VOC2012/JPEGImages/2010_006489.jpg,['person'],"[[32, 113, 196, 387]]"
VOCdevkit/VOC2012/JPEGImages/2011_004238.jpg,"['person', 'person', 'person']","[[356, 65, 84, 285], [201, 47, 113, 306], [99, 129, 113, 225]]"
VOCdevkit/VOC2012/JPEGImages/2011_001245.jpg,['horse'],"[[181, 141, 55, 72]]"
VOCdevkit/VOC2012/JPEGImages/2008_004703.jpg,"['motorbike', 'person']","[[136, 250, -135, -92], [95, 219, -65, -96]]"
VOCdevkit/VOC2012/JPEGImages/2012_003650.jpg,"['person', 'person']","[[87, 58, 172, 317], [1, 39, 87, 335]]"
VOCdevkit/VOC2012/JPEGImages/2009_000967.jpg,"['aeroplane', 'car', 'car']","[[1, 68, 458, 192], [453, 127, 47, 39], [378, 127, 63, 17]]"
VOCdevkit/VOC2012/JPEGImages/2010_002708.jpg,"['bicycle', 'person', 'person']","[[136, 186, 117, 87], [103, 150, 50, 122], [169, 141, 58, 127]]"
VOCdevkit/VOC2012/JPEGImages/2012_002920.jpg,"['person', 'person', 'person', 'person']","[[67, 169, 36, 86], [273, 185, 50, 90], [140, 145, 22, 62], [244, 184, 49, 84]]"
VOCdevkit/VOC2012/JPEGImages/2008_002114.jpg,"['chair', 'chair', 'diningtable', 'person', 'person', 'person', 'person', 'person']","[[244, 375, -144, -127], [195, 375, 167, 125], [159, 349, -158, 5], [47, 375, 19, 49], [54, 331, 234, 147], [77, 177, 187, 196], [32, 168, 197, 156], [64, 347, -63, -279]]"
VOCdevkit/VOC2012/JPEGImages/2007_005273.jpg,"['car', 'car', 'person', 'person', 'bicycle']","[[55, 156, 53, 129], [84, 153, 151, 265], [12, 160, 324, 255], [50, 154, 347, 285], [112, 357, -111, -52]]"
VOCdevkit/VOC2012/JPEGImages/2009_002185.jpg,"['person', 'bottle', 'bottle', 'bottle', 'bottle']","[[1, 33, 312, 467], [225, 76, 51, 196], [12, 53, 23, 46], [24, 56, 21, 46], [37, 55, 17, 51]]"
VOCdevkit/VOC2012/JPEGImages/2012_001815.jpg,['person'],"[[111, 109, 74, 160]]"
VOCdevkit/VOC2012/JPEGImages/2008_002144.jpg,"['person', 'person', 'person']","[[76, 219, -75, -94], [60, 375, 181, 118], [114, 375, -33, -116]]"
VOCdevkit/VOC2012/JPEGImages/2007_003745.jpg,['person'],"[[37, 465, 34, -214]]"
VOCdevkit/VOC2012/JPEGImages/2010_006021.jpg,['bottle'],"[[131, 115, 87, 276]]"
VOCdevkit/VOC2012/JPEGImages/2008_000931.jpg,['dog'],"[[41, 264, -8, 170]]"
VOCdevkit/VOC2012/JPEGImages/2011_005189.jpg,"['person', 'person']","[[213, 127, 89, 308], [306, 124, 67, 310]]"
VOCdevkit/VOC2012/JPEGImages/2007_009783.jpg,['person'],"[[119, 296, 72, 9]]"
VOCdevkit/VOC2012/JPEGImages/2011_001956.jpg,"['horse', 'person']","[[109, 72, 178, 377], [122, 37, 153, 265]]"
VOCdevkit/VOC2012/JPEGImages/2008_007683.jpg,['cat'],"[[160, 448, -97, -69]]"
VOCdevkit/VOC2012/JPEGImages/2008_008705.jpg,"['bus', 'bus', 'person', 'person', 'person', 'bicycle', 'person', 'person']","[[114, 286, 126, 198], [149, 246, -142, -37], [206, 305, -201, -263], [218, 253, -10, -29], [217, 291, -180, -236], [224, 235, -1, 6], [210, 228, 22, 13], [221, 261, -220, -253]]"
VOCdevkit/VOC2012/JPEGImages/2011_006025.jpg,['person'],"[[75, 152, 183, 334]]"
VOCdevkit/VOC2012/JPEGImages/2008_003079.jpg,"['person', 'bottle', 'person', 'person', 'person']","[[87, 375, -86, 125], [151, 233, 27, -30], [165, 183, -113, -102], [170, 181, -158, -148], [162, 175, -44, -38]]"
VOCdevkit/VOC2012/JPEGImages/2012_004099.jpg,['person'],"[[92, 118, 224, 257]]"
VOCdevkit/VOC2012/JPEGImages/2011_003299.jpg,"['person', 'person']","[[57, 89, 164, 286], [439, 177, 25, 63]]"
VOCdevkit/VOC2012/JPEGImages/2011_001498.jpg,['motorbike'],"[[22, 28, 437, 279]]"
VOCdevkit/VOC2012/JPEGImages/2007_006400.jpg,"['train', 'train', 'train']","[[80, 256, 353, 244], [101, 235, 88, 205], [125, 203, -85, -4]]"
VOCdevkit/VOC2012/JPEGImages/2010_004698.jpg,"['person', 'person', 'person', 'person']","[[382, 37, 70, 94], [258, 109, 242, 266], [1, 140, 355, 235], [1, 39, 232, 247]]"
VOCdevkit/VOC2012/JPEGImages/2008_006434.jpg,['horse'],"[[48, 333, 102, 100]]"
VOCdevkit/VOC2012/JPEGImages/2009_003185.jpg,['train'],"[[1, 58, 499, 266]]"
VOCdevkit/VOC2012/JPEGImages/2008_005281.jpg,['cat'],"[[96, 375, 46, 125]]"
VOCdevkit/VOC2012/JPEGImages/2008_007573.jpg,['car'],"[[1, 375, 172, 125]]"
VOCdevkit/VOC2012/JPEGImages/2010_001776.jpg,"['dog', 'dog']","[[94, 146, 322, 228], [38, 17, 347, 208]]"
VOCdevkit/VOC2012/JPEGImages/2009_004370.jpg,['car'],"[[1, 48, 499, 156]]"
VOCdevkit/VOC2012/JPEGImages/2010_003686.jpg,"['aeroplane', 'aeroplane', 'aeroplane']","[[27, 76, 454, 170], [2, 198, 86, 34], [52, 196, 70, 33]]"
VOCdevkit/VOC2012/JPEGImages/2008_000099.jpg,"['dog', 'sheep']","[[11, 223, 111, 113], [176, 357, -78, 68]]"
VOCdevkit/VOC2012/JPEGImages/2011_001004.jpg,['car'],"[[32, 46, 457, 278]]"
VOCdevkit/VOC2012/JPEGImages/2007_001340.jpg,"['dog', 'chair', 'person', 'person']","[[284, 375, 42, 125], [48, 266, 165, 140], [140, 375, 10, -123], [111, 374, -19, -43]]"
VOCdevkit/VOC2012/JPEGImages/2010_003554.jpg,['dog'],"[[106, 47, 284, 303]]"
VOCdevkit/VOC2012/JPEGImages/2009_004645.jpg,"['pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'person', 'dog', 'pottedplant']","[[230, 43, 52, 52], [231, 91, 48, 53], [204, 124, 30, 30], [279, 80, 38, 52], [331, 51, 24, 73], [262, 289, 47, 144], [148, 408, 32, 29], [305, 59, 30, 60]]"
VOCdevkit/VOC2012/JPEGImages/2008_003801.jpg,"['person', 'dog', 'dog']","[[1, 375, 0, -137], [104, 375, 77, 70], [1, 129, 207, 231]]"
VOCdevkit/VOC2012/JPEGImages/2007_004405.jpg,"['diningtable', 'chair', 'chair', 'chair']","[[239, 496, -233, -196], [181, 480, -53, -179], [162, 400, 36, -67], [309, 500, -308, -345]]"
VOCdevkit/VOC2012/JPEGImages/2011_003138.jpg,"['person', 'person']","[[227, 150, 121, 155], [104, 127, 152, 201]]"
VOCdevkit/VOC2012/JPEGImages/2009_002002.jpg,['cow'],"[[107, 119, 306, 179]]"
VOCdevkit/VOC2012/JPEGImages/2012_001533.jpg,['person'],"[[165, 340, 78, 141]]"
VOCdevkit/VOC2012/JPEGImages/2009_002175.jpg,"['train', 'person']","[[14, 159, 368, 174], [177, 170, 30, 38]]"
VOCdevkit/VOC2012/JPEGImages/2007_001901.jpg,"['chair', 'chair', 'chair', 'diningtable', 'sofa']","[[261, 390, -69, -143], [255, 415, 37, -103], [258, 400, -25, -92], [266, 413, -28, -101], [284, 497, -280, -324]]"
VOCdevkit/VOC2012/JPEGImages/2010_002845.jpg,['cat'],"[[49, 68, 405, 279]]"
VOCdevkit/VOC2012/JPEGImages/2011_001134.jpg,"['bird', 'bird', 'bird', 'bird', 'bird', 'bird']","[[240, 70, 220, 349], [336, 208, 111, 130], [175, 141, 188, 355], [17, 39, 128, 366], [401, 74, 76, 150], [71, 170, 101, 120]]"
VOCdevkit/VOC2012/JPEGImages/2010_003848.jpg,['boat'],"[[254, 252, 68, 49]]"
VOCdevkit/VOC2012/JPEGImages/2008_002753.jpg,"['person', 'person', 'person', 'person']","[[151, 500, -81, -324], [203, 500, -28, -240], [158, 500, 15, -175], [183, 338, 128, 37]]"
VOCdevkit/VOC2012/JPEGImages/2008_001641.jpg,"['chair', 'tvmonitor']","[[278, 430, -51, -110], [217, 282, -92, -80]]"
VOCdevkit/VOC2012/JPEGImages/2011_005524.jpg,['person'],"[[163, 35, 117, 187]]"
VOCdevkit/VOC2012/JPEGImages/2009_004720.jpg,"['diningtable', 'chair', 'chair', 'chair', 'diningtable', 'chair']","[[7, 81, 493, 294], [3, 293, 182, 82], [270, 19, 79, 75], [390, 19, 80, 122], [343, 29, 157, 128], [99, 21, 78, 86]]"
VOCdevkit/VOC2012/JPEGImages/2009_000686.jpg,"['boat', 'person']","[[9, 105, 428, 95], [35, 78, 84, 68]]"
VOCdevkit/VOC2012/JPEGImages/2007_006901.jpg,"['person', 'person']","[[56, 277, 55, -60], [77, 283, 189, 113]]"
VOCdevkit/VOC2012/JPEGImages/2009_001117.jpg,"['cat', 'cat', 'cat', 'cat']","[[30, 31, 296, 262], [141, 203, 223, 267], [303, 120, 128, 233], [303, 59, 167, 236]]"
VOCdevkit/VOC2012/JPEGImages/2009_001754.jpg,"['diningtable', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair']","[[115, 218, 268, 157], [262, 259, 150, 116], [304, 216, 103, 105], [259, 204, 35, 32], [122, 233, 121, 142], [94, 215, 98, 146], [145, 194, 53, 30], [1, 207, 80, 96]]"
VOCdevkit/VOC2012/JPEGImages/2011_004503.jpg,['person'],"[[31, 7, 184, 493]]"
VOCdevkit/VOC2012/JPEGImages/2009_001822.jpg,"['person', 'person', 'bus']","[[93, 180, 40, 44], [180, 182, 50, 193], [32, 1, 412, 332]]"
VOCdevkit/VOC2012/JPEGImages/2008_000837.jpg,"['dog', 'person']","[[168, 490, -167, -196], [1, 490, 71, -223]]"
VOCdevkit/VOC2012/JPEGImages/2010_001449.jpg,"['car', 'person']","[[2, 119, 389, 235], [202, 138, 55, 64]]"
VOCdevkit/VOC2012/JPEGImages/2010_000083.jpg,"['bicycle', 'person', 'bottle']","[[43, 212, 84, 98], [81, 154, 56, 147], [76, 239, 9, 21]]"
VOCdevkit/VOC2012/JPEGImages/2010_001210.jpg,['person'],"[[365, 152, 116, 223]]"
VOCdevkit/VOC2012/JPEGImages/2012_004308.jpg,['person'],"[[141, 33, 162, 206]]"
VOCdevkit/VOC2012/JPEGImages/2009_000102.jpg,['person'],"[[6, 87, 34, 81]]"
VOCdevkit/VOC2012/JPEGImages/2008_001796.jpg,['person'],"[[86, 375, -48, 108]]"
VOCdevkit/VOC2012/JPEGImages/2010_003598.jpg,['cat'],"[[118, 250, 221, 173]]"
VOCdevkit/VOC2012/JPEGImages/2009_004794.jpg,"['diningtable', 'pottedplant', 'person', 'person', 'person', 'person', 'bottle']","[[11, 258, 348, 116], [325, 1, 115, 136], [354, 141, 146, 233], [184, 96, 172, 267], [1, 205, 162, 169], [12, 99, 141, 168], [188, 285, 49, 89]]"
VOCdevkit/VOC2012/JPEGImages/2008_004620.jpg,['bird'],"[[39, 475, -3, -102]]"
VOCdevkit/VOC2012/JPEGImages/2008_005534.jpg,"['bird', 'bird']","[[94, 191, 25, 49], [180, 300, 41, 48]]"
VOCdevkit/VOC2012/JPEGImages/2011_004702.jpg,['person'],"[[143, 25, 165, 458]]"
VOCdevkit/VOC2012/JPEGImages/2012_003963.jpg,['person'],"[[250, 78, 106, 281]]"
VOCdevkit/VOC2012/JPEGImages/2008_004894.jpg,"['person', 'sofa', 'chair']","[[130, 329, 49, -5], [1, 228, 251, 272], [1, 181, 0, -54]]"
VOCdevkit/VOC2012/JPEGImages/2010_003956.jpg,['train'],"[[221, 124, 184, 166]]"
VOCdevkit/VOC2012/JPEGImages/2010_001282.jpg,['dog'],"[[253, 92, 247, 241]]"
VOCdevkit/VOC2012/JPEGImages/2010_001868.jpg,['bird'],"[[202, 109, 156, 130]]"
VOCdevkit/VOC2012/JPEGImages/2011_005844.jpg,['person'],"[[51, 1, 348, 499]]"
VOCdevkit/VOC2012/JPEGImages/2009_000002.jpg,"['cat', 'dog']","[[66, 199, 240, 157], [109, 66, 120, 155]]"
VOCdevkit/VOC2012/JPEGImages/2009_002912.jpg,"['cow', 'cow', 'cow']","[[91, 147, 90, 50], [208, 148, 98, 46], [303, 147, 112, 50]]"
VOCdevkit/VOC2012/JPEGImages/2008_002123.jpg,"['motorbike', 'motorbike', 'motorbike', 'motorbike', 'person', 'person', 'person', 'person', 'person', 'person']","[[101, 223, 351, 277], [106, 226, 267, 198], [149, 299, 83, 82], [139, 349, -138, -201], [78, 157, -37, -51], [73, 326, 74, -80], [80, 289, 61, -77], [89, 177, 129, 77], [74, 309, 223, 56], [59, 292, 339, 172]]"
VOCdevkit/VOC2012/JPEGImages/2011_005343.jpg,['person'],"[[83, 24, 271, 408]]"
VOCdevkit/VOC2012/JPEGImages/2011_002677.jpg,"['boat', 'person', 'person', 'person', 'person', 'person']","[[1, 26, 499, 287], [148, 18, 50, 131], [229, 59, 60, 96], [307, 50, 64, 78], [350, 16, 59, 126], [354, 1, 91, 93]]"
VOCdevkit/VOC2012/JPEGImages/2011_004152.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'person']","[[168, 197, 88, 170], [314, 109, 78, 264], [253, 157, 68, 203], [72, 113, 72, 224], [138, 119, 68, 222], [203, 113, 68, 161], [267, 130, 64, 217]]"
VOCdevkit/VOC2012/JPEGImages/2008_000318.jpg,['bird'],"[[79, 500, -78, -118]]"
VOCdevkit/VOC2012/JPEGImages/2011_001866.jpg,['bird'],"[[1, 21, 427, 379]]"
VOCdevkit/VOC2012/JPEGImages/2011_002690.jpg,"['person', 'person']","[[204, 97, 258, 278], [3, 71, 211, 304]]"
VOCdevkit/VOC2012/JPEGImages/2011_004097.jpg,"['person', 'person']","[[185, 162, 116, 159], [138, 6, 191, 315]]"
VOCdevkit/VOC2012/JPEGImages/2011_003781.jpg,"['person', 'person', 'person', 'person']","[[1, 149, 178, 226], [316, 126, 184, 249], [215, 129, 139, 246], [116, 122, 138, 253]]"
VOCdevkit/VOC2012/JPEGImages/2008_000905.jpg,['cow'],"[[1, 333, 56, 121]]"
VOCdevkit/VOC2012/JPEGImages/2008_001946.jpg,"['person', 'boat']","[[1, 375, 129, 125], [246, 375, -227, 125]]"
VOCdevkit/VOC2012/JPEGImages/2011_005377.jpg,['person'],"[[109, 43, 96, 167]]"
VOCdevkit/VOC2012/JPEGImages/2008_007393.jpg,"['person', 'sofa']","[[1, 333, 0, 57], [7, 333, -6, 167]]"
VOCdevkit/VOC2012/JPEGImages/2008_005953.jpg,['diningtable'],"[[1, 375, 0, 125]]"
VOCdevkit/VOC2012/JPEGImages/2012_000195.jpg,['person'],"[[243, 48, 135, 284]]"
VOCdevkit/VOC2012/JPEGImages/2008_002458.jpg,"['person', 'person']","[[146, 410, -34, 3], [177, 443, 36, -40]]"
VOCdevkit/VOC2012/JPEGImages/2008_000541.jpg,"['person', 'person', 'person', 'person', 'sofa']","[[177, 375, -176, -215], [177, 375, -63, -139], [168, 375, 55, -5], [284, 375, 15, 61], [169, 375, -168, 41]]"
VOCdevkit/VOC2012/JPEGImages/2009_004291.jpg,"['sofa', 'cat']","[[1, 1, 499, 333], [168, 81, 261, 253]]"
VOCdevkit/VOC2012/JPEGImages/2012_000911.jpg,['person'],"[[2, 201, 218, 298]]"
VOCdevkit/VOC2012/JPEGImages/2010_006218.jpg,['person'],"[[195, 68, 96, 161]]"
VOCdevkit/VOC2012/JPEGImages/2011_002460.jpg,['bus'],"[[130, 98, 181, 141]]"
VOCdevkit/VOC2012/JPEGImages/2011_004916.jpg,['person'],"[[114, 44, 229, 289]]"
VOCdevkit/VOC2012/JPEGImages/2011_006820.jpg,['person'],"[[327, 16, 107, 129]]"
VOCdevkit/VOC2012/JPEGImages/2009_002267.jpg,"['cat', 'car']","[[241, 146, 33, 70], [1, 1, 471, 201]]"
VOCdevkit/VOC2012/JPEGImages/2008_004606.jpg,"['tvmonitor', 'person']","[[1, 137, 0, -11], [296, 375, 93, 125]]"
VOCdevkit/VOC2012/JPEGImages/2011_000453.jpg,"['bicycle', 'bicycle', 'person', 'bottle', 'bottle']","[[101, 83, 289, 218], [381, 1, 90, 43], [159, 2, 152, 302], [171, 200, 60, 25], [221, 301, 36, 15]]"
VOCdevkit/VOC2012/JPEGImages/2008_005544.jpg,['train'],"[[47, 324, 290, 176]]"
VOCdevkit/VOC2012/JPEGImages/2010_003207.jpg,['motorbike'],"[[24, 96, 202, 263]]"
VOCdevkit/VOC2012/JPEGImages/2011_006183.jpg,['person'],"[[451, 151, 33, 54]]"
