img_path,img_gt_class_labels,img_gt_bbox_coords
VOCdevkit/VOC2012/JPEGImages/2010_004187.jpg,[13],"[[67.0, 73.0, 343.0, 275.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006590.jpg,[18],"[[175.0, 119.0, 295.0, 312.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003146.jpg,[9],"[[28.0, 44.0, 461.0, 361.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003176.jpg,"[15, 15, 15, 15, 2]","[[399.0, 175.0, 482.0, 225.0], [363.0, 151.0, 454.0, 214.0], [312.0, 186.0, 448.0, 218.0], [31.0, 78.0, 472.0, 231.0], [285.0, 214.0, 307.0, 229.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_004052.jpg,[15],"[[47.0, 108.0, 398.0, 213.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001691.jpg,[5],"[[89.0, 32.0, 431.0, 360.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003804.jpg,"[18, 18]","[[376.0, 14.0, 470.0, 261.0], [1.0, 68.0, 70.0, 198.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_005498.jpg,"[7, 18]","[[1.0, 118.0, 307.0, 373.0], [126.0, 61.0, 292.0, 308.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001719.jpg,[9],"[[1.0, 127.0, 500.0, 250.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000354.jpg,[19],"[[1.0, 1.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_002055.jpg,"[14, 18, 10]","[[15.0, 248.0, 151.0, 368.0], [64.0, 146.0, 229.0, 375.0], [2.0, 220.0, 275.0, 374.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002694.jpg,"[7, 18, 18, 18, 18, 18, 7, 18]","[[80.0, 133.0, 307.0, 280.0], [243.0, 86.0, 301.0, 170.0], [1.0, 127.0, 70.0, 375.0], [361.0, 137.0, 383.0, 160.0], [337.0, 135.0, 365.0, 158.0], [51.0, 133.0, 63.0, 172.0], [67.0, 149.0, 224.0, 250.0], [171.0, 143.0, 181.0, 157.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000273.jpg,[18],"[[201.0, 77.0, 357.0, 361.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003417.jpg,"[14, 14, 18, 18, 18, 18]","[[1.0, 299.0, 210.0, 476.0], [75.0, 175.0, 186.0, 266.0], [1.0, 117.0, 68.0, 267.0], [1.0, 13.0, 51.0, 174.0], [103.0, 7.0, 366.0, 491.0], [241.0, 145.0, 298.0, 380.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006819.jpg,[18],"[[1.0, 41.0, 250.0, 350.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000124.jpg,"[13, 13]","[[314.0, 137.0, 419.0, 185.0], [249.0, 261.0, 319.0, 291.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001625.jpg,[8],"[[120.0, 95.0, 238.0, 463.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000375.jpg,"[8, 8, 18, 18, 18, 18, 18]","[[161.0, 346.0, 201.0, 466.0], [248.0, 363.0, 292.0, 466.0], [261.0, 112.0, 472.0, 343.0], [212.0, 181.0, 349.0, 350.0], [148.0, 25.0, 255.0, 386.0], [79.0, 98.0, 242.0, 330.0], [26.0, 11.0, 201.0, 458.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002395.jpg,[10],"[[158.0, 127.0, 432.0, 295.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003631.jpg,[18],"[[241.0, 158.0, 336.0, 306.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_001390.jpg,[18],"[[228.0, 80.0, 426.0, 316.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002332.jpg,[14],"[[1.0, 1.0, 333.0, 332.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_000041.jpg,"[18, 18, 18, 18, 18, 18, 4, 4, 4, 3, 17, 18]","[[271.0, 170.0, 386.0, 234.0], [295.0, 189.0, 328.0, 231.0], [206.0, 176.0, 256.0, 236.0], [122.0, 162.0, 198.0, 330.0], [457.0, 212.0, 500.0, 297.0], [438.0, 173.0, 500.0, 243.0], [351.0, 272.0, 452.0, 375.0], [265.0, 250.0, 353.0, 364.0], [189.0, 260.0, 286.0, 375.0], [149.0, 224.0, 402.0, 331.0], [54.0, 189.0, 84.0, 214.0], [358.0, 188.0, 469.0, 359.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_002854.jpg,"[12, 12, 12]","[[166.0, 273.0, 236.0, 321.0], [84.0, 295.0, 162.0, 321.0], [454.0, 288.0, 500.0, 316.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001684.jpg,[17],"[[150.0, 61.0, 454.0, 268.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003276.jpg,"[14, 8, 8, 8, 8, 8, 8]","[[181.0, 134.0, 375.0, 284.0], [382.0, 54.0, 411.0, 101.0], [402.0, 39.0, 426.0, 86.0], [368.0, 38.0, 397.0, 84.0], [303.0, 49.0, 351.0, 77.0], [357.0, 22.0, 386.0, 65.0], [385.0, 25.0, 411.0, 56.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001716.jpg,[2],"[[201.0, 128.0, 429.0, 272.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001862.jpg,"[4, 4, 4, 3, 10, 14, 17]","[[267.0, 184.0, 315.0, 258.0], [250.0, 178.0, 284.0, 254.0], [211.0, 178.0, 259.0, 250.0], [209.0, 188.0, 305.0, 266.0], [1.0, 249.0, 257.0, 375.0], [175.0, 225.0, 293.0, 282.0], [190.0, 82.0, 223.0, 141.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000799.jpg,[16],"[[26.0, 28.0, 421.0, 322.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002176.jpg,"[11, 11, 11]","[[101.0, 149.0, 178.0, 219.0], [168.0, 150.0, 228.0, 171.0], [194.0, 155.0, 255.0, 203.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_004856.jpg,[16],"[[28.0, 1.0, 335.0, 496.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000338.jpg,"[4, 4, 4, 3, 4]","[[94.0, 263.0, 224.0, 375.0], [126.0, 238.0, 183.0, 344.0], [1.0, 277.0, 140.0, 375.0], [1.0, 268.0, 208.0, 375.0], [1.0, 241.0, 32.0, 280.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003392.jpg,[18],"[[162.0, 107.0, 448.0, 305.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002512.jpg,"[0, 0, 18, 18, 18]","[[403.0, 114.0, 500.0, 242.0], [138.0, 23.0, 407.0, 304.0], [176.0, 179.0, 223.0, 216.0], [162.0, 75.0, 195.0, 108.0], [192.0, 74.0, 226.0, 107.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_005286.jpg,[18],"[[248.0, 95.0, 294.0, 186.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002150.jpg,"[11, 18, 13]","[[153.0, 108.0, 332.0, 302.0], [149.0, 122.0, 480.0, 375.0], [453.0, 35.0, 500.0, 74.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000118.jpg,[16],"[[68.0, 20.0, 225.0, 312.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001395.jpg,[18],"[[225.0, 121.0, 388.0, 273.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003611.jpg,[18],"[[202.0, 122.0, 359.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002434.jpg,"[18, 18, 10, 18, 18]","[[59.0, 1.0, 235.0, 204.0], [1.0, 151.0, 106.0, 314.0], [34.0, 68.0, 488.0, 332.0], [145.0, 56.0, 330.0, 332.0], [225.0, 27.0, 487.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_001583.jpg,[18],"[[1.0, 253.0, 113.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006761.jpg,[18],"[[209.0, 1.0, 500.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003232.jpg,[13],"[[199.0, 94.0, 467.0, 408.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007521.jpg,[9],"[[136.0, 149.0, 227.0, 238.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_003191.jpg,[18],"[[3.0, 1.0, 351.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003378.jpg,[13],"[[220.0, 34.0, 424.0, 456.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001114.jpg,[15],"[[79.0, 123.0, 440.0, 208.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000770.jpg,[18],"[[54.0, 66.0, 283.0, 336.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003485.jpg,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]","[[172.0, 262.0, 265.0, 329.0], [21.0, 252.0, 153.0, 306.0], [141.0, 226.0, 221.0, 262.0], [42.0, 232.0, 143.0, 264.0], [269.0, 198.0, 345.0, 229.0], [425.0, 170.0, 470.0, 212.0], [345.0, 204.0, 426.0, 238.0], [350.0, 222.0, 409.0, 264.0], [321.0, 170.0, 361.0, 214.0], [222.0, 183.0, 262.0, 236.0], [358.0, 177.0, 391.0, 207.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004601.jpg,"[18, 15, 2]","[[84.0, 202.0, 103.0, 231.0], [78.0, 91.0, 399.0, 221.0], [347.0, 189.0, 500.0, 247.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006703.jpg,[18],"[[97.0, 129.0, 252.0, 338.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_002793.jpg,[14],"[[16.0, 82.0, 363.0, 288.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006303.jpg,"[4, 4]","[[85.0, 187.0, 179.0, 314.0], [331.0, 188.0, 421.0, 314.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_000445.jpg,[18],"[[44.0, 139.0, 266.0, 405.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_007509.jpg,"[18, 14]","[[179.0, 1.0, 500.0, 375.0], [1.0, 1.0, 186.0, 317.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000142.jpg,"[10, 18, 18, 18]","[[99.0, 125.0, 486.0, 325.0], [293.0, 48.0, 430.0, 327.0], [86.0, 48.0, 322.0, 332.0], [417.0, 99.0, 500.0, 332.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003601.jpg,[16],"[[1.0, 1.0, 453.0, 313.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_007053.jpg,"[18, 18, 18]","[[117.0, 189.0, 148.0, 247.0], [172.0, 195.0, 203.0, 241.0], [261.0, 195.0, 299.0, 252.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_004146.jpg,[18],"[[64.0, 77.0, 246.0, 301.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_003291.jpg,[18],"[[177.0, 199.0, 224.0, 358.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_001430.jpg,"[3, 18, 18, 18, 17, 1, 17]","[[1.0, 269.0, 250.0, 374.0], [100.0, 154.0, 235.0, 286.0], [211.0, 146.0, 303.0, 352.0], [245.0, 154.0, 398.0, 374.0], [56.0, 174.0, 100.0, 220.0], [316.0, 1.0, 418.0, 66.0], [344.0, 83.0, 428.0, 214.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006432.jpg,[13],"[[125.0, 120.0, 380.0, 310.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_000090.jpg,[0],"[[14.0, 103.0, 464.0, 304.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_007142.jpg,[18],"[[6.0, 1.0, 259.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000896.jpg,"[18, 19, 18, 19, 18, 19]","[[385.0, 92.0, 415.0, 118.0], [298.0, 121.0, 313.0, 160.0], [114.0, 90.0, 176.0, 256.0], [117.0, 166.0, 175.0, 286.0], [180.0, 55.0, 303.0, 325.0], [173.0, 182.0, 325.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000505.jpg,"[17, 18, 18, 18, 10]","[[329.0, 1.0, 410.0, 51.0], [279.0, 25.0, 477.0, 273.0], [158.0, 43.0, 351.0, 256.0], [1.0, 119.0, 500.0, 333.0], [2.0, 28.0, 500.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_002545.jpg,"[18, 8, 10, 10]","[[75.0, 43.0, 206.0, 496.0], [181.0, 62.0, 211.0, 132.0], [3.0, 27.0, 248.0, 394.0], [242.0, 77.0, 375.0, 280.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_006219.jpg,"[7, 7]","[[225.0, 126.0, 331.0, 323.0], [78.0, 122.0, 232.0, 289.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002607.jpg,"[18, 18]","[[39.0, 86.0, 170.0, 500.0], [157.0, 73.0, 307.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000674.jpg,"[10, 18]","[[1.0, 102.0, 331.0, 500.0], [38.0, 63.0, 331.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_001025.jpg,"[19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2, 17, 17]","[[202.0, 346.0, 240.0, 384.0], [190.0, 331.0, 207.0, 384.0], [147.0, 325.0, 164.0, 383.0], [112.0, 354.0, 131.0, 379.0], [137.0, 332.0, 151.0, 356.0], [213.0, 332.0, 230.0, 357.0], [22.0, 339.0, 35.0, 373.0], [255.0, 346.0, 266.0, 365.0], [266.0, 352.0, 277.0, 372.0], [270.0, 338.0, 279.0, 353.0], [292.0, 345.0, 300.0, 370.0], [297.0, 342.0, 309.0, 364.0], [327.0, 335.0, 333.0, 369.0], [172.0, 334.0, 197.0, 384.0], [174.0, 335.0, 183.0, 347.0], [160.0, 343.0, 179.0, 374.0], [1.0, 349.0, 11.0, 375.0], [87.0, 270.0, 115.0, 296.0], [289.0, 288.0, 315.0, 311.0]]"
VOCdevkit/VOC2012/JPEGImages/2012_000865.jpg,[18],"[[329.0, 198.0, 375.0, 434.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003305.jpg,[7],"[[272.0, 139.0, 356.0, 324.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_001205.jpg,"[18, 18]","[[1.0, 171.0, 193.0, 500.0], [1.0, 107.0, 375.0, 500.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_005232.jpg,[15],"[[14.0, 72.0, 455.0, 324.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003573.jpg,"[7, 18]","[[46.0, 95.0, 335.0, 472.0], [50.0, 101.0, 133.0, 229.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003641.jpg,[16],"[[5.0, 1.0, 342.0, 327.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003147.jpg,"[11, 11, 11]","[[120.0, 161.0, 213.0, 263.0], [209.0, 204.0, 257.0, 278.0], [265.0, 219.0, 321.0, 295.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_003858.jpg,[12],"[[5.0, 99.0, 500.0, 283.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003634.jpg,[4],"[[86.0, 223.0, 230.0, 420.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_003023.jpg,[14],"[[169.0, 46.0, 363.0, 304.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003455.jpg,[18],"[[64.0, 312.0, 105.0, 354.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_001602.jpg,[16],"[[158.0, 74.0, 347.0, 323.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_004889.jpg,"[4, 4, 4, 4, 4, 4, 18, 18, 18, 18, 18]","[[114.0, 44.0, 500.0, 346.0], [23.0, 22.0, 433.0, 317.0], [1.0, 1.0, 206.0, 122.0], [1.0, 1.0, 124.0, 117.0], [1.0, 1.0, 328.0, 245.0], [1.0, 1.0, 43.0, 65.0], [1.0, 41.0, 198.0, 226.0], [35.0, 10.0, 280.0, 113.0], [15.0, 28.0, 326.0, 240.0], [66.0, 36.0, 379.0, 295.0], [181.0, 41.0, 477.0, 346.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_001181.jpg,"[8, 18, 18, 19, 18, 18, 18, 18, 18, 18, 18, 18]","[[238.0, 293.0, 255.0, 333.0], [309.0, 85.0, 431.0, 298.0], [280.0, 108.0, 368.0, 332.0], [415.0, 225.0, 500.0, 328.0], [1.0, 134.0, 45.0, 333.0], [20.0, 119.0, 111.0, 333.0], [84.0, 106.0, 178.0, 333.0], [163.0, 136.0, 181.0, 175.0], [134.0, 129.0, 241.0, 333.0], [249.0, 266.0, 334.0, 333.0], [333.0, 250.0, 437.0, 333.0], [410.0, 273.0, 498.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_000233.jpg,[18],"[[233.0, 76.0, 454.0, 307.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_002328.jpg,"[4, 8, 3]","[[1.0, 18.0, 116.0, 143.0], [128.0, 15.0, 190.0, 144.0], [1.0, 55.0, 500.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2007_004988.jpg,[15],"[[2.0, 14.0, 500.0, 306.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_003405.jpg,[1],"[[81.0, 9.0, 280.0, 477.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004688.jpg,[16],"[[1.0, 1.0, 500.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004026.jpg,[12],"[[38.0, 95.0, 250.0, 373.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000169.jpg,[13],"[[335.0, 46.0, 459.0, 214.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_005870.jpg,[14],"[[124.0, 1.0, 461.0, 303.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004187.jpg,"[0, 0, 2, 2, 18, 18, 18, 2]","[[79.0, 41.0, 446.0, 276.0], [438.0, 84.0, 486.0, 195.0], [41.0, 130.0, 87.0, 155.0], [1.0, 133.0, 41.0, 157.0], [35.0, 150.0, 51.0, 209.0], [6.0, 143.0, 23.0, 200.0], [20.0, 153.0, 36.0, 210.0], [95.0, 129.0, 137.0, 150.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_000492.jpg,"[4, 4, 8, 18]","[[103.0, 136.0, 324.0, 364.0], [328.0, 184.0, 500.0, 375.0], [63.0, 280.0, 135.0, 341.0], [73.0, 79.0, 494.0, 316.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_002465.jpg,[9],"[[33.0, 2.0, 500.0, 333.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006738.jpg,[18],"[[107.0, 149.0, 359.0, 375.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_004966.jpg,"[16, 18]","[[299.0, 59.0, 430.0, 253.0], [1.0, 1.0, 157.0, 292.0]]"
VOCdevkit/VOC2012/JPEGImages/2010_006664.jpg,[18],"[[1.0, 40.0, 277.0, 341.0]]"
VOCdevkit/VOC2012/JPEGImages/2011_003585.jpg,"[18, 18, 18, 18]","[[79.0, 18.0, 184.0, 178.0], [258.0, 34.0, 356.0, 271.0], [22.0, 116.0, 158.0, 289.0], [159.0, 20.0, 292.0, 214.0]]"
VOCdevkit/VOC2012/JPEGImages/2008_000973.jpg,[14],"[[141.0, 1.0, 500.0, 367.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000617.jpg,"[18, 18, 18, 0]","[[1.0, 135.0, 192.0, 375.0], [108.0, 151.0, 216.0, 375.0], [345.0, 154.0, 500.0, 375.0], [81.0, 1.0, 500.0, 372.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_004728.jpg,[14],"[[184.0, 3.0, 421.0, 302.0]]"
VOCdevkit/VOC2012/JPEGImages/2009_000009.jpg,"[12, 12, 13]","[[203.0, 159.0, 227.0, 197.0], [265.0, 178.0, 289.0, 189.0], [13.0, 182.0, 25.0, 204.0]]"
